class,cap-shape,cap-surface,cap-color,bruises,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
p,x,s,w,t,c,b,p,t,b,f,f,w,w,o,p,h,v,u
p,x,y,y,f,c,b,g,e,b,k,k,p,b,o,l,h,v,g
p,f,f,y,f,c,b,g,e,b,k,k,p,p,o,l,h,y,p
p,x,f,y,f,c,b,p,e,b,k,k,p,n,o,l,h,y,g
p,x,y,y,f,c,b,g,e,b,k,k,n,b,o,l,h,v,p
p,f,y,y,f,c,b,h,e,b,k,k,b,n,o,l,h,v,g
p,x,y,y,f,c,b,h,e,b,k,k,n,b,o,l,h,y,g
p,x,y,y,f,c,b,p,e,b,k,k,b,n,o,l,h,v,p
p,f,y,g,f,c,b,p,e,b,k,k,p,n,o,l,h,y,p
p,f,f,y,f,c,b,h,e,b,k,k,b,b,o,l,h,y,p
p,f,f,g,f,c,b,h,e,b,k,k,b,b,o,l,h,v,p
e,f,y,n,t,c,b,p,t,b,s,s,w,p,o,p,k,y,d
p,x,y,y,f,c,b,h,e,b,k,k,b,p,o,l,h,v,d
p,x,y,g,f,c,b,g,e,b,k,k,n,n,o,l,h,v,p
p,f,y,g,f,c,b,h,e,b,k,k,b,p,o,l,h,v,g
p,f,y,g,f,c,b,g,e,b,k,k,p,b,o,l,h,v,g
p,x,y,y,f,c,b,g,e,b,k,k,b,p,o,l,h,y,d
p,f,f,g,f,c,b,g,e,b,k,k,n,b,o,l,h,v,p
p,x,y,g,f,c,b,p,e,b,k,k,p,p,o,l,h,v,d
p,x,y,y,f,c,b,p,e,b,k,k,b,n,o,l,h,v,d
p,x,f,y,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
p,f,f,y,f,c,b,g,e,b,k,k,p,n,o,l,h,y,d
e,f,f,c,f,w,n,w,e,b,s,f,w,n,o,e,w,v,l
p,f,y,g,f,c,b,h,e,b,k,k,p,b,o,l,h,v,g
p,x,y,g,f,c,b,p,e,b,k,k,p,n,o,l,h,y,p
p,f,f,y,f,c,b,h,e,b,k,k,p,b,o,l,h,y,p
p,x,s,g,t,c,b,p,t,b,f,s,w,w,o,p,h,v,g
p,x,s,g,f,w,n,u,e,b,s,s,w,w,o,p,k,v,d
p,x,f,y,f,c,b,g,e,b,k,k,n,n,o,l,h,y,d
p,f,y,g,f,c,b,h,e,b,k,k,b,n,o,l,h,v,g
p,f,y,g,f,c,b,g,e,b,k,k,p,b,o,l,h,y,d
p,x,y,y,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
p,x,y,y,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,x,y,g,f,c,b,p,e,b,k,k,b,b,o,l,h,y,d
p,f,y,g,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
p,f,y,g,f,c,b,h,e,b,k,k,b,n,o,l,h,y,g
p,f,f,y,f,c,b,g,e,b,k,k,p,n,o,l,h,y,g
p,x,f,y,f,c,b,p,e,b,k,k,b,b,o,l,h,v,d
p,f,f,y,f,c,b,p,e,b,k,k,b,n,o,l,h,v,p
p,f,f,g,f,c,b,p,e,b,k,k,p,b,o,l,h,y,p
p,f,f,y,f,c,b,h,e,b,k,k,b,p,o,l,h,y,p
p,f,y,y,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
p,f,f,y,f,c,b,h,e,b,k,k,n,n,o,l,h,v,p
p,f,f,y,f,c,b,h,e,b,k,k,b,p,o,l,h,v,d
p,x,y,g,f,c,b,h,e,b,k,k,b,p,o,l,h,v,g
p,x,y,g,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,x,y,g,f,c,b,g,e,b,k,k,b,n,o,l,h,v,d
p,f,f,g,f,c,b,g,e,b,k,k,p,n,o,l,h,v,d
p,x,f,y,f,c,b,g,e,b,k,k,p,b,o,l,h,v,d
p,x,y,g,f,c,b,g,e,b,k,k,b,b,o,l,h,y,d
p,f,y,g,f,c,b,h,e,b,k,k,n,b,o,l,h,v,p
p,f,y,g,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,f,y,f,c,b,g,e,b,k,k,b,p,o,l,h,y,g
p,x,y,y,f,c,b,g,e,b,k,k,n,n,o,l,h,v,d
p,x,f,y,f,c,b,h,e,b,k,k,p,b,o,l,h,v,g
p,f,f,g,f,c,b,h,e,b,k,k,n,n,o,l,h,y,p
p,x,y,g,f,c,b,g,e,b,k,k,n,p,o,l,h,v,p
p,f,f,y,f,c,b,h,e,b,k,k,b,b,o,l,h,y,g
p,x,f,y,f,c,b,p,e,b,k,k,n,p,o,l,h,y,g
p,f,y,y,f,c,b,h,e,b,k,k,b,p,o,l,h,y,d
p,x,y,y,f,c,b,g,e,b,k,k,n,p,o,l,h,y,p
p,x,y,g,f,c,b,g,e,b,k,k,p,b,o,l,h,v,g
p,f,f,g,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,y,g,f,c,b,h,e,b,k,k,n,n,o,l,h,v,g
p,f,f,g,f,c,b,h,e,b,k,k,b,b,o,l,h,y,g
p,f,y,g,f,c,b,p,e,b,k,k,n,n,o,l,h,v,g
p,x,f,y,f,c,b,g,e,b,k,k,p,n,o,l,h,y,g
p,f,f,y,f,c,b,h,e,b,k,k,p,p,o,l,h,v,d
p,f,f,g,f,c,b,p,e,b,k,k,p,p,o,l,h,v,d
p,f,y,y,f,c,b,h,e,b,k,k,n,b,o,l,h,v,g
p,f,y,y,f,c,b,h,e,b,k,k,n,p,o,l,h,y,g
p,f,f,g,f,c,b,h,e,b,k,k,n,p,o,l,h,v,g
p,f,s,b,t,c,b,w,t,b,s,f,w,w,o,p,h,v,g
p,f,s,w,t,c,b,g,e,b,s,s,w,w,t,p,r,v,m
p,x,y,y,f,c,b,p,e,b,k,k,p,n,o,l,h,y,p
p,f,f,y,f,c,b,p,e,b,k,k,b,b,o,l,h,v,p
p,f,y,g,f,c,b,g,e,b,k,k,p,p,o,l,h,v,g
p,x,y,y,f,c,b,h,e,b,k,k,n,p,o,l,h,v,d
p,x,f,y,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
p,x,f,y,f,c,b,g,e,b,k,k,p,b,o,l,h,y,d
e,f,f,g,t,c,b,u,t,b,s,s,g,g,o,p,n,v,d
p,x,y,g,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
p,f,f,y,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
p,x,y,y,f,c,b,p,e,b,k,k,n,b,o,l,h,v,d
p,f,y,g,f,c,b,p,e,b,k,k,n,p,o,l,h,v,d
p,x,y,y,f,c,b,h,e,b,k,k,n,p,o,l,h,y,p
p,x,f,y,f,c,b,p,e,b,k,k,b,p,o,l,h,v,d
p,x,y,y,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
p,f,f,y,f,c,b,h,e,b,k,k,n,n,o,l,h,v,g
p,x,y,g,f,c,b,g,e,b,k,k,p,n,o,l,h,y,p
p,f,y,g,f,c,b,p,e,b,k,k,n,n,o,l,h,y,g
p,f,y,g,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
p,x,f,y,f,c,b,g,e,b,k,k,p,p,o,l,h,y,p
e,f,f,e,t,c,b,w,t,b,s,s,w,g,o,p,n,v,d
p,x,y,y,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
p,f,f,g,f,c,b,g,e,b,k,k,n,b,o,l,h,v,d
p,x,y,g,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
p,f,y,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,p
p,f,f,g,f,c,b,p,e,b,k,k,b,n,o,l,h,y,p
p,f,f,g,f,c,b,p,e,b,k,k,n,b,o,l,h,y,d
p,f,f,g,f,c,b,p,e,b,k,k,n,p,o,l,h,v,g
p,f,y,g,f,c,b,h,e,b,k,k,p,n,o,l,h,y,d
p,f,f,y,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
p,x,f,y,f,c,b,h,e,b,k,k,p,p,o,l,h,y,d
p,x,y,g,f,c,b,p,e,b,k,k,n,n,o,l,h,v,p
p,x,y,g,f,c,b,p,e,b,k,k,b,n,o,l,h,y,p
p,x,f,w,f,c,n,g,e,b,s,s,w,w,o,p,n,v,d
p,f,f,g,f,c,b,p,e,b,k,k,b,p,o,l,h,y,d
p,x,f,y,f,c,b,h,e,b,k,k,p,p,o,l,h,v,p
p,f,y,g,f,c,b,p,e,b,k,k,p,p,o,l,h,v,d
p,x,f,y,f,c,b,p,e,b,k,k,p,n,o,l,h,v,g
p,f,y,g,f,c,b,h,e,b,k,k,p,n,o,l,h,v,d
p,f,y,g,f,c,b,g,e,b,k,k,n,b,o,l,h,v,d
p,f,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
p,x,y,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
p,f,y,y,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
p,f,f,y,f,c,b,h,e,b,k,k,n,p,o,l,h,y,p
p,x,f,y,f,c,b,h,e,b,k,k,b,p,o,l,h,v,d
p,f,f,y,f,c,b,g,e,b,k,k,n,b,o,l,h,v,g
p,x,y,y,f,c,b,p,e,b,k,k,b,n,o,l,h,y,p
p,f,f,y,f,c,b,g,e,b,k,k,b,b,o,l,h,y,d
p,x,f,y,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,f,y,g,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
p,f,f,g,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
p,f,f,y,f,c,b,g,e,b,k,k,p,n,o,l,h,v,g
p,f,f,g,f,c,b,p,e,b,k,k,b,b,o,l,h,v,d
p,f,f,g,f,c,b,h,e,b,k,k,p,n,o,l,h,y,g
p,f,f,y,f,c,b,g,e,b,k,k,p,n,o,l,h,v,d
p,x,y,y,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
p,x,y,y,f,c,b,p,e,b,k,k,b,p,o,l,h,v,d
p,f,f,y,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
p,x,y,y,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
p,x,y,y,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
p,x,f,y,f,c,b,h,e,b,k,k,b,p,o,l,h,v,g
p,x,y,y,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
p,f,y,g,f,c,b,p,e,b,k,k,n,b,o,l,h,y,d
p,x,y,y,f,c,b,p,e,b,k,k,n,p,o,l,h,y,d
p,f,y,g,f,c,b,p,e,b,k,k,p,b,o,l,h,v,p
p,f,y,g,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
p,f,f,g,f,c,b,p,e,b,k,k,p,b,o,l,h,v,p
p,x,f,y,f,c,b,p,e,b,k,k,p,n,o,l,h,v,p
p,f,f,y,f,c,b,p,e,b,k,k,b,n,o,l,h,y,g
p,f,f,y,f,c,b,g,e,b,k,k,p,p,o,l,h,y,d
p,f,y,g,f,c,b,h,e,b,k,k,p,b,o,l,h,v,p
p,f,y,g,f,c,b,h,e,b,k,k,n,b,o,l,h,y,g
p,f,f,g,f,c,b,g,e,b,k,k,n,b,o,l,h,y,g
p,f,y,g,f,c,b,g,e,b,k,k,b,n,o,l,h,v,d
p,f,f,g,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
p,f,y,g,f,c,b,g,e,b,k,k,p,b,o,l,h,v,p
p,x,f,g,f,c,n,u,e,b,s,s,w,w,o,p,k,s,d
p,f,s,b,t,c,b,w,t,b,f,f,w,w,o,p,h,v,g
e,f,f,e,t,c,b,w,t,b,s,s,g,w,o,p,k,v,d
p,x,y,y,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
p,x,y,g,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,y,g,f,c,b,g,e,b,k,k,n,b,o,l,h,v,g
e,f,f,g,t,c,b,u,t,b,s,s,p,w,o,p,k,v,d
p,x,y,y,f,c,b,p,e,b,k,k,b,p,o,l,h,y,d
p,x,y,y,f,c,b,p,e,b,k,k,p,b,o,l,h,v,p
p,f,f,y,f,c,b,p,e,b,k,k,n,p,o,l,h,y,p
p,x,f,y,f,c,b,h,e,b,k,k,b,p,o,l,h,v,p
p,x,f,y,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
p,x,y,g,f,c,b,h,e,b,k,k,n,p,o,l,h,v,g
p,f,s,w,t,c,b,w,t,b,s,f,w,w,o,p,h,s,u
p,x,y,g,f,c,b,p,e,b,k,k,p,n,o,l,h,v,d
p,x,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,g
p,f,y,g,f,c,b,g,e,b,k,k,p,p,o,l,h,y,p
p,x,y,g,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
p,x,f,y,f,c,b,p,e,b,k,k,n,b,o,l,h,v,d
p,f,f,y,f,c,b,h,e,b,k,k,b,b,o,l,h,y,d
p,f,y,g,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,x,y,y,f,c,b,h,e,b,k,k,b,p,o,l,h,y,g
p,f,f,g,f,c,b,g,e,b,k,k,b,n,o,l,h,y,g
e,f,y,n,t,c,b,n,t,b,s,s,p,p,o,p,n,y,d
p,x,f,y,f,c,b,h,e,b,k,k,p,n,o,l,h,v,p
p,f,f,g,f,c,b,h,e,b,k,k,n,p,o,l,h,y,d
p,x,y,g,f,c,b,h,e,b,k,k,n,b,o,l,h,y,p
p,f,f,y,f,c,b,p,e,b,k,k,n,n,o,l,h,y,g
p,x,f,y,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
p,x,y,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,p
p,x,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,p
p,f,y,g,f,c,b,g,e,b,k,k,n,p,o,l,h,v,g
p,x,s,w,t,c,b,h,t,b,f,f,w,w,o,p,h,s,u
p,x,y,y,f,c,b,p,e,b,k,k,b,n,o,l,h,v,g
p,x,y,g,f,c,b,p,e,b,k,k,n,p,o,l,h,y,d
p,x,f,y,f,c,b,p,e,b,k,k,p,p,o,l,h,y,p
p,f,f,g,f,c,b,h,e,b,k,k,p,n,o,l,h,y,d
p,x,y,g,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
p,f,f,g,f,c,b,h,e,b,k,k,b,n,o,l,h,y,g
p,f,f,y,f,c,b,p,e,b,k,k,p,n,o,l,h,y,g
p,x,y,g,f,c,b,h,e,b,k,k,p,p,o,l,h,y,p
p,f,y,g,f,c,b,g,e,b,k,k,n,b,o,l,h,y,p
p,f,f,g,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
p,x,y,y,f,c,b,g,e,b,k,k,b,p,o,l,h,y,p
p,x,y,g,f,c,b,g,e,b,k,k,n,b,o,l,h,y,p
p,f,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,g
p,x,f,y,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,y,g,f,c,b,g,e,b,k,k,n,b,o,l,h,y,d
p,f,y,y,f,c,b,g,e,b,k,k,n,p,o,l,h,y,p
p,x,y,g,f,c,b,p,e,b,k,k,b,p,o,l,h,y,g
p,x,y,g,f,c,b,g,e,b,k,k,b,n,o,l,h,y,d
p,f,f,y,f,c,b,g,e,b,k,k,n,p,o,l,h,y,p
p,f,f,g,f,c,b,p,e,b,k,k,b,n,o,l,h,y,d
p,x,y,g,f,c,b,h,e,b,k,k,b,n,o,l,h,y,p
p,f,f,y,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
p,f,y,g,f,c,b,h,e,b,k,k,n,p,o,l,h,v,d
p,x,y,g,f,c,b,p,e,b,k,k,n,p,o,l,h,y,g
p,f,f,g,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
p,x,y,g,f,c,b,h,e,b,k,k,n,p,o,l,h,y,g
p,f,f,g,f,c,b,p,e,b,k,k,p,n,o,l,h,v,d
p,x,y,y,f,c,b,g,e,b,k,k,b,b,o,l,h,y,p
p,x,f,y,f,c,b,p,e,b,k,k,p,p,o,l,h,y,g
p,x,y,g,f,c,b,h,e,b,k,k,b,p,o,l,h,v,p
p,f,f,y,f,c,b,h,e,b,k,k,n,p,o,l,h,v,p
e,f,y,n,t,c,b,n,t,b,s,s,w,g,o,p,n,y,d
p,f,f,g,f,c,b,h,e,b,k,k,p,b,o,l,h,y,d
p,x,y,y,f,c,b,h,e,b,k,k,n,n,o,l,h,y,p
p,x,s,g,t,c,b,h,t,b,f,f,w,w,o,p,h,s,g
p,f,y,y,f,c,b,h,e,b,k,k,n,n,o,l,h,v,p
p,x,y,y,f,c,b,p,e,b,k,k,n,p,o,l,h,v,p
p,x,f,w,f,c,n,g,e,b,s,s,w,w,o,p,k,s,d
p,x,f,y,f,c,b,g,e,b,k,k,n,p,o,l,h,y,d
p,f,s,b,t,c,b,h,t,b,f,s,w,w,o,p,h,s,u
p,x,y,y,f,c,b,h,e,b,k,k,p,b,o,l,h,y,g
p,x,y,g,f,c,b,h,e,b,k,k,n,p,o,l,h,y,d
p,f,f,y,f,c,b,g,e,b,k,k,b,b,o,l,h,y,g
p,f,s,p,t,c,b,w,e,b,s,s,w,w,t,p,r,v,g
p,f,s,b,t,c,b,p,t,b,f,f,w,w,o,p,h,v,u
p,x,y,g,f,c,b,g,e,b,k,k,b,b,o,l,h,v,g
p,x,y,g,f,c,b,h,e,b,k,k,p,b,o,l,h,y,g
p,x,y,g,f,c,b,p,e,b,k,k,b,p,o,l,h,v,g
p,f,f,g,f,c,b,g,e,b,k,k,p,n,o,l,h,y,p
p,f,f,g,f,c,b,g,e,b,k,k,p,p,o,l,h,v,p
p,x,f,y,f,c,b,h,e,b,k,k,p,p,o,l,h,y,p
p,f,f,y,f,c,b,h,e,b,k,k,p,n,o,l,h,v,p
p,x,f,y,f,c,b,g,e,b,k,k,b,b,o,l,h,y,g
e,f,f,e,t,c,b,w,t,b,s,s,g,w,o,p,n,v,d
p,f,f,y,f,c,b,g,e,b,k,k,n,p,o,l,h,y,g
p,x,f,y,f,c,b,g,e,b,k,k,p,p,o,l,h,v,g
p,x,y,g,f,c,b,g,e,b,k,k,b,b,o,l,h,y,g
p,x,f,y,f,c,b,p,e,b,k,k,b,p,o,l,h,y,d
p,f,f,g,f,c,b,p,e,b,k,k,p,p,o,l,h,y,g
p,x,y,g,f,c,b,g,e,b,k,k,b,b,o,l,h,v,p
p,x,y,g,f,c,b,h,e,b,k,k,b,b,o,l,h,y,g
p,x,f,y,f,c,b,h,e,b,k,k,b,p,o,l,h,y,d
p,f,f,y,f,c,b,h,e,b,k,k,n,n,o,l,h,y,g
p,f,y,g,f,c,b,g,e,b,k,k,n,p,o,l,h,v,p
p,f,y,g,f,c,b,h,e,b,k,k,p,b,o,l,h,y,g
e,f,y,n,t,c,b,n,t,b,s,s,p,w,o,p,n,y,d
p,x,y,y,f,c,b,g,e,b,k,k,n,p,o,l,h,v,g
e,f,f,e,t,c,b,w,t,b,s,s,w,w,o,p,k,y,d
p,x,f,y,f,c,b,h,e,b,k,k,b,n,o,l,h,y,d
p,x,y,g,f,c,b,h,e,b,k,k,p,b,o,l,h,y,p
p,f,y,g,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
p,x,f,y,f,c,b,p,e,b,k,k,p,b,o,l,h,y,p
p,f,f,g,f,c,b,h,e,b,k,k,n,b,o,l,h,v,d
p,f,f,g,f,c,b,p,e,b,k,k,p,b,o,l,h,v,d
p,f,y,g,f,c,b,p,e,b,k,k,n,b,o,l,h,y,p
p,f,y,g,f,c,b,g,e,b,k,k,p,n,o,l,h,y,g
p,x,f,y,f,c,b,g,e,b,k,k,b,p,o,l,h,v,d
p,x,y,y,f,c,b,h,e,b,k,k,p,n,o,l,h,y,p
p,f,f,y,f,c,b,g,e,b,k,k,n,p,o,l,h,v,d
p,x,y,g,f,c,b,g,e,b,k,k,b,p,o,l,h,y,d
p,f,f,y,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
p,f,y,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,d
p,x,f,p,f,w,n,p,e,b,s,s,w,w,o,p,k,s,d
p,f,f,y,f,c,b,g,e,b,k,k,p,b,o,l,h,v,d
p,x,y,g,f,c,b,h,e,b,k,k,n,p,o,l,h,v,d
p,x,y,y,f,c,b,p,e,b,k,k,b,p,o,l,h,y,g
p,x,y,g,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
p,f,y,y,f,c,b,h,e,b,k,k,n,b,o,l,h,v,p
p,x,y,g,f,c,b,g,e,b,k,k,b,p,o,l,h,y,p
p,x,f,y,f,c,b,g,e,b,k,k,p,n,o,l,h,v,d
p,f,y,g,f,c,b,g,e,b,k,k,b,b,o,l,h,v,d
p,f,y,g,f,c,b,p,e,b,k,k,p,b,o,l,h,v,g
p,x,y,y,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
p,f,f,y,f,c,b,h,e,b,k,k,p,b,o,l,h,y,d
p,x,y,g,f,c,b,g,e,b,k,k,p,n,o,l,h,v,d
p,x,y,y,f,c,b,p,e,b,k,k,b,b,o,l,h,y,d
p,x,y,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,d
p,x,y,g,f,c,b,g,e,b,k,k,b,p,o,l,h,y,g
p,x,f,y,f,c,b,g,e,b,k,k,n,b,o,l,h,v,g
p,x,y,g,f,c,b,p,e,b,k,k,n,b,o,l,h,y,d
p,f,f,g,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
p,f,f,g,f,c,b,p,e,b,k,k,b,b,o,l,h,v,g
p,x,y,g,f,c,b,h,e,b,k,k,n,n,o,l,h,v,p
p,x,f,y,f,c,b,h,e,b,k,k,n,p,o,l,h,v,d
p,x,y,g,f,c,b,g,e,b,k,k,p,n,o,l,h,y,d
p,f,f,g,f,c,b,p,e,b,k,k,n,b,o,l,h,v,p
p,x,y,y,f,c,b,h,e,b,k,k,n,p,o,l,h,v,p
p,x,f,y,f,c,b,h,e,b,k,k,p,n,o,l,h,v,d
p,f,y,g,f,c,b,p,e,b,k,k,n,n,o,l,h,y,d
p,f,f,g,f,c,b,p,e,b,k,k,b,p,o,l,h,v,p
p,f,f,y,f,c,b,p,e,b,k,k,n,p,o,l,h,v,d
p,x,s,p,f,w,n,g,e,b,s,s,w,w,o,p,k,v,d
p,x,f,y,f,c,b,h,e,b,k,k,p,p,o,l,h,y,g
p,f,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,y,p
p,x,f,y,f,c,b,p,e,b,k,k,n,b,o,l,h,y,g
e,f,f,e,t,c,b,p,t,b,s,s,p,p,o,p,n,y,d
p,x,y,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,d
p,x,f,y,f,c,b,p,e,b,k,k,b,p,o,l,h,y,g
p,f,y,g,f,c,b,h,e,b,k,k,n,p,o,l,h,v,g
p,f,f,y,f,c,b,p,e,b,k,k,b,p,o,l,h,y,g
e,f,y,n,t,c,b,n,t,b,s,s,p,w,o,p,n,v,d
p,x,y,y,f,c,b,h,e,b,k,k,b,b,o,l,h,y,p
p,f,f,g,f,c,b,h,e,b,k,k,p,b,o,l,h,v,p
p,x,y,y,f,c,b,h,e,b,k,k,p,n,o,l,h,v,p
p,f,f,y,f,c,b,h,e,b,k,k,p,n,o,l,h,y,d
p,f,y,y,f,c,b,h,e,b,k,k,n,p,o,l,h,y,d
p,f,y,g,f,c,b,h,e,b,k,k,p,p,o,l,h,v,g
p,f,f,g,f,c,b,h,e,b,k,k,b,p,o,l,h,v,g
p,x,y,y,f,c,b,p,e,b,k,k,b,n,o,l,h,y,g
p,f,y,g,f,c,b,g,e,b,k,k,n,n,o,l,h,y,p
p,x,y,y,f,c,b,g,e,b,k,k,n,n,o,l,h,y,g
e,f,f,g,t,c,b,u,t,b,s,s,w,w,o,p,n,y,d
p,x,s,g,t,c,b,h,t,b,f,s,w,w,o,p,h,s,g
p,f,s,g,t,c,b,p,t,b,s,f,w,w,o,p,h,v,g
p,f,y,g,f,c,b,g,e,b,k,k,b,n,o,l,h,y,g
p,f,y,y,f,c,b,g,e,b,k,k,p,p,o,l,h,v,g
p,f,y,g,f,c,b,p,e,b,k,k,b,p,o,l,h,v,d
p,f,y,g,f,c,b,p,e,b,k,k,n,n,o,l,h,v,p
p,x,f,y,f,c,b,h,e,b,k,k,n,n,o,l,h,v,g
p,f,f,g,f,c,b,g,e,b,k,k,b,b,o,l,h,y,d
p,x,y,y,f,c,b,p,e,b,k,k,p,b,o,l,h,y,d
p,f,f,y,f,c,b,p,e,b,k,k,n,b,o,l,h,y,g
p,f,y,g,f,c,b,p,e,b,k,k,p,n,o,l,h,v,g
p,f,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,d
p,f,f,y,f,c,b,h,e,b,k,k,n,b,o,l,h,v,p
p,f,f,g,f,c,b,h,e,b,k,k,p,p,o,l,h,v,d
p,f,f,g,f,c,b,g,e,b,k,k,b,b,o,l,h,y,p
p,f,s,w,t,c,b,w,t,b,f,f,w,w,o,p,h,v,g
p,f,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,v,d
p,x,y,g,f,c,b,h,e,b,k,k,p,n,o,l,h,y,g
p,x,f,y,f,c,b,h,e,b,k,k,n,p,o,l,h,y,g
p,f,y,y,f,c,b,g,e,b,k,k,n,p,o,l,h,v,d
p,f,y,y,f,c,b,p,e,b,k,k,n,n,o,l,h,v,d
p,x,s,g,t,c,b,p,t,b,f,f,w,w,o,p,h,s,u
p,f,y,y,f,c,b,h,e,b,k,k,p,p,o,l,h,v,d
p,f,f,y,f,c,b,p,e,b,k,k,p,b,o,l,h,v,g
p,f,f,y,f,c,b,p,e,b,k,k,b,p,o,l,h,v,p
p,f,f,y,f,c,b,g,e,b,k,k,p,n,o,l,h,v,p
e,k,y,n,f,w,n,w,e,b,f,s,w,n,o,e,w,v,l
p,x,s,w,f,c,n,p,e,b,s,s,w,w,o,p,n,v,d
p,x,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,y,g
p,x,f,y,f,c,b,g,e,b,k,k,n,b,o,l,h,v,p
p,x,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,y,d
p,f,y,y,f,c,b,p,e,b,k,k,n,b,o,l,h,v,p
p,b,s,b,t,c,b,g,e,b,s,s,w,w,t,p,r,v,g
p,x,s,w,t,c,b,h,t,b,f,f,w,w,o,p,h,v,g
e,f,y,e,t,c,b,n,t,b,s,s,w,p,o,p,n,y,d
p,b,s,w,t,c,b,g,e,b,s,s,w,w,t,p,r,v,m
p,x,s,w,t,c,b,p,t,b,f,f,w,w,o,p,h,v,g
p,x,y,y,f,c,b,h,e,b,k,k,n,b,o,l,h,y,p
p,f,s,b,t,c,b,h,t,b,f,s,w,w,o,p,h,v,u
p,f,y,g,f,c,b,h,e,b,k,k,n,n,o,l,h,v,d
p,x,y,y,f,c,b,h,e,b,k,k,b,n,o,l,h,v,d
p,x,y,g,f,c,b,p,e,b,k,k,n,b,o,l,h,v,d
p,x,f,y,f,c,b,g,e,b,k,k,n,p,o,l,h,y,p
p,x,y,y,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
p,x,y,y,f,c,b,h,e,b,k,k,p,n,o,l,h,y,d
p,x,f,y,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
p,x,y,g,f,c,b,g,e,b,k,k,b,b,o,l,h,y,p
p,f,f,g,f,c,b,p,e,b,k,k,n,n,o,l,h,v,p
p,x,y,y,f,c,b,g,e,b,k,k,b,b,o,l,h,v,d
e,f,f,g,t,c,b,u,t,b,s,s,p,p,o,p,n,v,d
p,f,f,y,f,c,b,p,e,b,k,k,n,n,o,l,h,y,p
